Plant type,Species,Author,Journal,Year,Kingdom,Phylum,Angiosperm or Gymnosperm,Dicot or Monocot,Class,Order,Family,Accepted name,Growth form Raunkiaer,Growth form author
Herbaceous perennial,Pseudomisopates rivas-martinezii,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,,,
Palm,Pseudophoenix sargentii,"Durán, R.",PhD thesis,1992,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Pseudophoenix sargentii,Mesophanerophyte,
Palm,Pseudophoenix sargentii 2,Maschinski,Biol Cons,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Pseudophoenix sargentii,Mesophanerophyte,
Tree,Psidium guajava,Somarriba,Agroforestry Systems,1988,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,,Mesophanerophyte,Monopodial
Herbaceous perennial,Psoralea tenuiflora,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Psoralea tenuiflora,Hemicryptophyte,Forb
Tree,Pterocarpus angolensis,"Desmet, Shackleton & Ronbinson",S African J Bot,1996,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Pterocarpus angolensis,Mesophanerophyte,
Tree,Pterocarya rhoifolia,Kaneko & Kawano,J Plant Res,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Juglandaceae,,Mesophanerophyte,
Succulent,Pterocereus gaumeri,"Mendez, Duran & Olmsted",Biotrop,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Cactaceae,Mesophanerophyte,Columnar
Algae,Pterygophora californica,de Wreede,Phycol,1986,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Alariaceae,Pterygophora californica,,
Shrub,Ptilotus obovatus,"Rosenberg, Boland, Tiver, & Watson",Internet,.,Plantae,Magnoliophyta,Angiosperm,Eudicot,Liliopsida,Zingiberales,Marantaceae,,Nanophanerophyte,Shrub
Palm,Ptychosperma macarthurii,"Liddle, Brook, Matthews, Taylor & Caley",Biol Cons,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Ptychosperma macarthurii,Mesophanerophyte,Multi-columnar
Shrub,Purshia subintegra,"Maschinski, Baggs, Quintana-Ascencio & Menges",Cons Biol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,,Nanophanerophyte,
Herbaceous perennial,Pyxidanthera brevifolia,Wall,Plant Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Diapensiaceae,,,
Tree,Quercus buckleyi,Russell,PhD thesis,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Quercus buckleyi,Macrophanerophyte,
Tree,Quercus crispula,"Tsutom, Koichiro",J Veg Sci,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Quercus mongolica crispula,Macrophanerophyte,
Tree,Quercus eduardii,"Alfonso-Corrado, Clark-Tapia, Mendoza",Forest Ecol & Manag,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Quercus eduardii,Mesophanerophyte,
Tree,Quercus potosina,"Alfonso-Corrado, Clark-Tapia, Mendoza",Forest Ecol & Manag,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Quercus potosina,Mesophanerophyte,
Tree,Quercus rugosa,Bonfil,In prep.,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Quercus rugosa,Mesophanerophyte,
Herbaceous perennial,Ramonda myconi,Pico & Riba,Plant Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Gesneriaceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Ranunculus acris,Sarukhan & Gadgil,J Ecol,1974,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus acris,Hydrophyte,Rhizome
Herbaceous perennial,Ranunculus acris subspp. acris,Lamoureaux & Bourdot,Weed Research,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus bulbosus,Hydrophyte,
Herbaceous perennial,Ranunculus bulbosus,Sarukhan & Gadgil,J Ecol,1974,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus bulbosus,Hydrophyte,Corm
Herbaceous perennial,Ranunculus peltatus,Idestam-Almquist,PhD thesis,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,,Hydrophyte,
Herbaceous perennial,Ranunculus repens,Sarukhan & Gadgil,J Ecol,1974,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus repens,Geophyte,Rhizome
Herbaceous perennial,Ratibida columnifera,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Ratibida columnifera,Hemicryptophyte,Forb
Palm,Reinhardtia gracilis,"Mendoza, A.",PhD thesis,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Reinhardtia gracilis,Mesophanerophyte,
Herbaceous perennial,Rheum acuminatum,Muenzbergova,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,,,
Herbaceous perennial,Rheum australe,Muenzbergova,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,,,
Annual,Rhinanthus minor,"Bullock, Pywell, Coulson-Phillips",Ecol Appl,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Orobanchaceae,,,
Tree,Rhizophora mangle,"Lopez-Hoffman, Ackerly, Anten, Denoyer &Ramos",J Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Rhizophoraceae,Rhizophora mangle,Mesophanerophyte,
Shrub,Rhododendron maximum,McGraw,Am J Bot,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,Nanophanerophyte,
Shrub,Rhododendron maximum 2,McGraw,Am J Bot,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,Nanophanerophyte,
Tree,Rhododendron ponticum,Salguero-Gomez,MSc thesis,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,Nanophanerophyte,
Tree,Rhododendron ponticum 2,"Travis, Harris, Park & Bullock",MEE,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,Nanophanerophyte,Multi-stem
Palm,Rhopalostylis sapida,Enright & Watson,New Zealand J Bot,1992,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Rhopalostylis sapida,Mesophanerophyte,
Palm,Rhopalostylis sapida 2,Enright & Watson,New Zealand J Bot,1992,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Rhopalostylis sapida,Mesophanerophyte,
Shrub,Rhus aromatica,Nantel & Gagnon,J Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,Rhus aromatica,Nanophanerophyte,low shrub; forms dense thickets
Shrub,Rhus copallinum,Thaxton,PhD thesis,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,Rhus aromatica,Nanophanerophyte,
Shrub,Rosa canina,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",Unpublished ms (word),,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,,Chamaephyte,
Shrub,Rosa multiflora,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,,Geophyte,
Shrub,Rosmarinus tomentosus,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,,Chamaephyte,
Tree,Roupala montana,Hoffmann,Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,,Mesophanerophyte,Tree
Shrub,Rourea induta,Hoffmann,Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Oxalidales,Connaraceae,,Nanophanerophyte,shrub
Herbaceous perennial,Rubus discolor,Lambrecht-McDowell & Radosevich,Biol Inv,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Rubus discolor,Geophyte,Rhizome
Herbaceous perennial,Rubus saxatilis,Eriksson,Ecol Res,1994,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Rubus,Geophyte,
Herbaceous perennial,Rubus ursinus,Lambrecht-McDowell & Radosevich,Biol Inv,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Rubus ursinus,Geophyte,Rhizome
Herbaceous perennial,Rumex obtusifolius,"Pino, Sans & Masalles",Weed Research,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex obtusifolius,Geophyte,Rhizome
Herbaceous perennial,Rumex rupestris,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,,Geophyte,
Palm,Sabal minor,Ramp,PhD thesis,1989,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Sabal uresana,Mesophanerophyte,
Palm,Sabal palmetto,McPherson & Williams,AJB,1996,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Sabal uresana,,
Palm,Sabal uresana,Joyal,Econ Bot,1996,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Sabal uresana,Mesophanerophyte,
Palm,Sabal yapa,Pulido,J Trop Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Sabal yapa,Macrophanerophyte,Mono columnar
Shrub,Sabina vulgaris,Zuidema & Li,,,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Cupressaceae,Juniperus sabina sabina,Nanophanerophyte,
Shrub,Salix arctica,"Tolvanen, Schroderus & Henry",Evol Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Salicaceae,Salix arctica,Mesophanerophyte,
Shrub,Salix arctica 2,"Tolvanen, Schroderus & Henry",Evol Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Salicaceae,Salix arctica,Mesophanerophyte,
Annual,Salsola australis,"Borger, Scott, Renton, Walsh & Powles",Weed Research,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Chenopodiaceae,Salsola tragus,Therophyte,
Herbaceous perennial,Salvia pratensis,"Hegland, Leeuwen & Oostermeijer",J Appl Ecol,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,Salvia pratensis,Hemicryptophyte,Rosette
Shrub,Sambucus racemosa subspp. sieboldiana,Abe,Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Caprifoliaceae ,,Nanophanerophyte,deciduous shrub
Herbaceous perennial,Sanicula europaea,Gustafsson & Ehrlen,Oikos,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,,Chamaephyte,Rhizome
Herbaceous perennial,Santolina melidensis,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Chromalveolata,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Geophyte,
Tree,Sapium sebiferum,Renne,PhD thesis,2001,Chromalveolata,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,Triadica sebifera,Mesophanerophyte,
Herbaceous perennial,Saponaria bellidifolia,Csergo,Popul Ecol,2011,Chromalveolata,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,,Chamaephyte,
Herbaceous perennial,Sarcocapnos baetica,"Salinas, Suarez & Blanca",Can J Bot,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Fumariaceae,,Hemicryptophyte,Semi-succulent
Herbaceous perennial,Sarcocapnos enneaphylla,"Salinas, Suarez & Blanca",Can J Bot,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Fumariaceae,,Hemicryptophyte,Semi-succulent
Herbaceous perennial,Sarcocapnos pulcherrima,"Salinas, Suarez & Blanca",Can J Bot,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Fumariaceae,,Hemicryptophyte,"Semi-succulent, woody"
Algae,Sargassum muticum,Engelen & Santos,J Ecol,2009,Plantae,Heterokontophyta,.,.,Phaeophyceae,Fucales,Sargassaceae,Sargassum muticum,,
Algae,Sargassum paniculatum,Ang,Hydrobiol,1987,Plantae,Heterokontophyta,.,.,Phaeophyceae,Fucales,Sargassaceae,Sargassum paniculatum,,
Algae,Sargassum siliquosum,Ang,Hydrobiol,1987,Plantae,Heterokontophyta,.,.,Phaeophyceae,Fucales,Sargassaceae,Sargassum siliquosum,,
Herbaceous perennial,Sarracenia alata,Brewer,Amer J Bot,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia alata,Hemicryptophyte,Rhizome/pitchers
Herbaceous perennial,Sarracenia purpurea,Gotelli & Ellison,Ecol Appl,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sarraceniaceae,Sarracenia purpurea,Helophyte,Rosette
Herbaceous perennial,Saussurea laniceps,"Law, Salick & Knight",Plant Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Chamaephyte,,
Herbaceous perennial,Saussurea medusa,"Law, Salick & Knight",Plant Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Chamaephyte,,
Herbaceous perennial,Saxifraga aizoides,"Marcante, Winkler, Erschbamer",Annals Bot,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga aizoides,Hemicryptophyte,
Herbaceous perennial,Saxifraga cotyledon,Dinnetz & Nilsson,Plant Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Saxifragaceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Saxifraga tridactylites,Dostal,J Veg Sci,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Saxifragaceae,Saxifraga tridactylites,Hemicryptophyte,Forb
Herbaceous perennial,Scabiosa columbaria,Verkaar & Schenkeveld,New Phyto,1984,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Scabiosa columbaria,Hemicryptophyte,Rosette
Tree,Scaphium borneense,"Yamada, Zuidema, Itoh, et al.",J Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Sterculiaceae,,Mesophanerophyte,
Tree,Sclerocarya birrea,"Emanuel, Shackleton & Baxter","Forest Ecol & Manag, Exeter",2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,,Mesophanerophyte,Multi-columnar
Herbaceous perennial,Scorzonera hispanica,Munzbergova,Folia Geobot Phytotax,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Scorzonera hispanica,Hemicryptophyte,Rosette
Herbaceous perennial,Scorzonera humilis,Colling & Matthies,J Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Scrophularia valdesii,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,,,
Succulent,Sedum laxum,Shahani,PhD thesis,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Crassulaceae,,,
Shrub,Senecio filaginoides,Cipriotti & Aguiar,Appl Veg Sci,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Chamaephytes,
Herbaceous perennial,Senecio integrifolius,Widen,Nord J Bot,1987,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Senecio jacobaea,Forbes,Weed Research,1977,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Senecio jacobaea,Hemicryptophyte,Rosette
Herbaceous perennial,Senecio jacobaea2,Crider,PhD thesis,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Senecio jacobaea,Hemicryptophyte,
Tree,Sequoia sempervirens,Namkoong & Roberds,Amer Nat,1974,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Cupressaceae,Sequoia sempervirens,Macrophanerophyte,
Tree,Sequoia sempervirens 2,Bosch,Science,1971,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Cupressaceae,Sequoia sempervirens,Macrophanerophyte,
Annual,Sesbania vesicaria,"Jarry, khaladi, Hossaert-McKey, McKey",Acta Biotheo,1995,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Glottidium vesicarium,Therophyte,
Annual,Setaria faberi,"Davis, Dixon & Liebman",Ecol Appl,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Annual,Setaria faberi 2,Davis,Weed Sci,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Herbaceous perennial,Setaria incrassata,O'Connor,J Appl Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Geophyte,Rhizome
Herbaceous perennial,Setaria incrassata2,O'Connor,J Appl Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Geophyte,Rhizome
Tree,Shorea leprosula,"Visser, Jongejans, van Breugel, Zuidema, Chen, Kassim & de Kroon",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,,,
Tree,Shorea quadrinervis,Blundell & Peart,Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,,,
Herbaceous perennial,Silene acaulis,Morris & Doak,Amer J Bot,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene acaulis,Chamaephyte,Rosette
Herbaceous perennial,Silene acaulis 2,Gross et al.,Amer J Bot,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene acaulis,Chamaephyte,Rosette
Herbaceous perennial,Silene ciliata,"Gimenez-Benavides, Albert, Iriondo & Escudero",Ecog,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,,Chamaephyte,
Herbaceous perennial,Silene douglasii var.oraria,Kephart & Paladino,Amer J Bot,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,,Hemicryptophyte,"Rosette, forb"
Herbaceous perennial,Silene regia,Menges & Dolan,J Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene regia,Hemicryptophyte,Forb
Herbaceous perennial,Silene spaldingii,Lesica & Crone,J Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene spaldingii,Hemicryptophyte,Rosette
Herbaceous perennial,Silene tatarica,"Jakalaniemi, Tuomi, Siikamaki",Cons Biol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Caryophyllaceae,,Hemicryptophyte,
Herbaceous perennial,Solidago mollis,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Solidago mollis,Hemicryptophyte,Forb
Annual,Sorghum brachypodum,"Lonsdale, Braithwaite, Lane & Farmer",Aust J Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Herbaceous perennial,Spartina alterniflora,Hastings,Theor Popul Biol,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Monocot,Poales,Poaceae,,,
Shrub,Spartocytisus supranubius,"Kyncl, Suda, Wild, Wildova & Herben",Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Cytisus supranubius,Nanophanerophyte,
Herbaceous perennial,Sphaeralcea coccinea,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Malvaceae,Sphaeralcea coccinea,Hemicryptophyte,Forb
Herbaceous perennial,Spiranthes spiralis,"Jacquemyn, Brys, Hermy & Willems",Biol Cons,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,,,
Herbaceous perennial,Sporobolus heterolepis,Dalgleish,PhD thesis,2000,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,,
Shrub,Stachyurus macrocarpus,"Abe, Wada & Nakagoshi",Plant Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Crossosomatales,Stachyuraceae,,,
Succulent,Stenocereus eruca,"Clark-Tapia, Mandujano, Valverde, Mendoza, & Molina-Freaner",Biol Cons,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Nanophanerophyte,Columnar
Annual,Striga hermonthica,"Mourik, Bianchi, van der Werf & Stomph",Weed Research,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Orobanchaceae,,,
Tree,Stryphnodendron excelsum,Hartshorn,PhD Diss,1972,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Stryphnodendron microstachyum,Mesophanerophyte,
Tree,Styrax obassia,"Abe, Nakashizuka & Tanaka",J Veg Sci,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Styracaceae,,Mesophanerophyte,Columnar
Herbaceous perennial,Succisa pratensis,Jongejans & Kroon,J Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Succisa pratensis,Hemicryptophyte,Rosette
Herbaceous perennial,Succisa pratensis 2,"Wallin, Svensson",Fol Geobot,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Succisa pratensis,Hemicryptophyte,
Herbaceous perennial,Succisa pratensis 3,Milden,Phd thesis,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Succisa pratensis,Hemicryptophyte,
Herbaceous perennial,Swallenia alexandrae,Pavlik & Manning,Biol Cons,1988,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Swallenia alexandrae,Hemicryptophyte,Hummock-forming
Tree,Swietenia macrophylla,"Verwer, Pena-Claros, van der Staak, Ohlson-Kiehn & Sterck",J Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,,Mesophanerophyte,
Tree,Syzygium jambos,"Brown, Spector & Wu",J Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,,Mesophanerophyte,Multi-columnar
Tree,Tachigali vasquezii,"Poorter, Zuidema, Pena-Claros & Boot",J Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,,Mesophanerophyte,Columnar
Herbaceous perennial,Taraxacum erythrospermum,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",Unpublished ms (word),,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Herbaceous perennial,Taraxacum officinale,"Vavrek, McGraw & Yang",J Ecol,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Taraxacum officinale,Hemicryptophyte,Rosette
Herbaceous perennial,Taraxacum officinale 2,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",Unpublished ms (word),,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Taraxacum officinale,Hemicryptophyte,Rosette
Herbaceous perennial,Taraxacum serotinum,Molnar & Bokros,Folia Geobot Phytotax,1996,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Hemicryptophyte,Rosette
Tree,Taxodium mucronatum,"Suzan-Azpiri, Enriquez-Pena & Malda-Barrera",Forest Ecol & Manag,2007,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Taxodiaceae,Taxodium mucronatum,Macrophanerophyte,
Tree,Taxus brevifolia,Busing,USDAResearchNote,1995,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Taxaceae,Taxus brevifolia,Macrophanerophyte,
Tree,Taxus floridana,"Kwit, Horvitz & Platt",Cons Biol,2004,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Taxaceae,Taxus floridana,Mesophanerophyte,
Tree,Tetraberlinia bifoliolata,Norghauer & Newbery,Ecol Mong,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,Mesophanerophyte,Tree
Shrub,Tetramolopium arenarium,"Aplet, Laven & Shaw",Nat Areas J,1994,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
